batch,step,amplification
0,1,0.12816974464236686
0,2,0.0978626737205544
0,3,0.08612058817009138
0,4,0.084375310862377
0,5,0.08609637556169818
0,6,0.09036688931097023
0,7,0.1436203124500844
0,8,0.13760894749317737
1,1,0.11863041778889787
1,2,0.09020854566713979
1,3,0.07672614239614284
1,4,0.0829036207215659
1,5,0.08744526690537108
1,6,0.08775517851838151
1,7,0.12269140427557959
1,8,0.12279423425963452
