method,seed,sample_index,masked_cross_entropy,masked_token_accuracy,sequence_reconstruction_accuracy,reference_token_agreement,kl_divergence_from_reference,final_logit_mse,predicted_gronwall_objective_p2,average_bit_width,total_bit_budget,theoretical_activation_memory_ratio,wall_clock_latency_seconds_per_sample,peak_memory_bytes_reference_only,actual_reference_dtype
unquantized_reference,31,7,3.50330082062752,0.22580645161290322,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,0,3.5602101664389334,0.16129032258064516,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,1,3.518592588363155,0.22580645161290322,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,2,3.5322702777001167,0.25806451612903225,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,3,3.6865010107717207,0.12903225806451613,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,4,3.47800285585465,0.2903225806451613,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,5,3.772047350483556,0.1935483870967742,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,6,3.6392443564630326,0.1935483870967742,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
unquantized_reference,43,7,3.720649503892468,0.12903225806451613,0.0,1.0,0.0,0.0,0.0,16.0,128,1.0,0.037975832499796525,0.0,float32_unquantized_reference
uniform_8bit,11,0,3.7251373414070375,0.1935483870967742,0.0,1.0,1.0758127656675155e-06,2.350166772474392e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,11,1,3.5574123013404106,0.16129032258064516,0.0,1.0,1.0676261398100083e-06,2.376859224422069e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,11,2,3.4225882868612967,0.3225806451612903,0.0,1.0,1.1721595881446715e-06,2.4869380086461355e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,11,3,3.456374660614998,0.25806451612903225,0.0,1.0,1.0988104247277782e-06,2.367937902876762e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,11,4,3.6639459363875853,0.2903225806451613,0.0,1.0,1.1374603115743206e-06,2.39041914497765e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
uniform_8bit,11,5,3.7317869740147747,0.22580645161290322,0.0,1.0,1.0177553180725343e-06,2.353601039137556e-06,3.115592119133041e-05,8.0,64,0.5,0.04278348250009003,0.0,float32_unquantized_reference
