step,loss
1.0,5.486943244934082
2.0,4.926286220550537
3.0,4.729410648345947
4.0,4.388272285461426
5.0,4.396953105926514
6.0,4.216817855834961
7.0,4.0791473388671875
8.0,4.064223289489746
9.0,3.9269862174987793
10.0,3.756659984588623
11.0,3.715714931488037
12.0,3.655958890914917
